Temps,A,B,C,AB,ABA,ABAB,ABC,ABCB,CB,CBC,CBCB
199.6,0.695708,0.346499,0.64321,0.240087,0.166931,0.0577449,0.15368,0.0532501,0.221775,0.142538,0.0492884
199.7,0.695679,0.346495,0.643184,0.240074,0.166915,0.0577385,0.153665,0.0532443,0.221763,0.142525,0.0492832
199.8,0.695649,0.34649,0.643158,0.24006,0.166898,0.0577321,0.15365,0.0532385,0.221752,0.142511,0.0492779
199.9,0.69562,0.346486,0.643132,0.240047,0.166882,0.0577256,0.153635,0.0532327,0.22174,0.142498,0.0492727
200,0.69559,0.346482,0.643106,0.240034,0.166866,0.0577192,0.153621,0.0532269,0.221728,0.142485,0.0492674
200.1,0.695561,0.346477,0.643081,0.24002,0.166849,0.0577128,0.153606,0.0532211,0.221716,0.142471,0.0492622
200.2,0.695531,0.346473,0.643055,0.240007,0.166833,0.0577064,0.153591,0.0532153,0.221704,0.142458,0.0492569
200.3,0.695502,0.346468,0.643029,0.239994,0.166816,0.0577,0.153576,0.0532094,0.221692,0.142445,0.0492517
200.4,0.695472,0.346464,0.643003,0.23998,0.1668,0.0576936,0.153561,0.0532036,0.22168,0.142431,0.0492464
200.5,0.695443,0.34646,0.642977,0.239967,0.166784,0.0576871,0.153546,0.0531978,0.221669,0.142418,0.0492412
200.6,0.695413,0.346455,0.642952,0.239953,0.166767,0.0576807,0.153532,0.053192,0.221657,0.142405,0.0492359
200.7,0.695384,0.346451,0.642926,0.23994,0.166751,0.0576743,0.153517,0.0531862,0.221645,0.142391,0.0492307
200.8,0.695354,0.346447,0.6429,0.239927,0.166734,0.0576679,0.153502,0.0531804,0.221633,0.142378,0.0492254
200.9,0.695325,0.346442,0.642874,0.239913,0.166718,0.0576615,0.153487,0.0531746,0.221621,0.142365,0.0492202
201,0.695295,0.346438,0.642848,0.2399,0.166702,0.0576551,0.153472,0.0531688,0.221609,0.142351,0.0492149
201.1,0.695266,0.346433,0.642823,0.239887,0.166685,0.0576487,0.153457,0.053163,0.221598,0.142338,0.0492097
201.2,0.695236,0.346429,0.642797,0.239873,0.166669,0.0576423,0.153443,0.0531572,0.221586,0.142325,0.0492044
201.3,0.695207,0.346425,0.642771,0.23986,0.166653,0.0576359,0.153428,0.0531514,0.221574,0.142311,0.0491992
201.4,0.695177,0.34642,0.642745,0.239847,0.166636,0.0576295,0.153413,0.0531456,0.221562,0.142298,0.0491939
201.5,0.695148,0.346416,0.64272,0.239833,0.16662,0.0576231,0.153398,0.0531398,0.22155,0.142285,0.0491887
201.6,0.695118,0.346411,0.642694,0.23982,0.166603,0.0576167,0.153383,0.053134,0.221538,0.142271,0.0491834
201.7,0.695089,0.346407,0.642668,0.239806,0.166587,0.0576103,0.153369,0.0531282,0.221526,0.142258,0.0491782
201.8,0.695059,0.346403,0.642642,0.239793,0.166571,0.0576038,0.153354,0.0531223,0.221515,0.142245,0.049173
201.9,0.69503,0.346398,0.642616,0.23978,0.166554,0.0575974,0.153339,0.0531165,0.221503,0.142231,0.0491677
202,0.695001,0.346394,0.642591,0.239766,0.166538,0.057591,0.153324,0.0531107,0.221491,0.142218,0.0491625
202.1,0.694971,0.34639,0.642565,0.239753,0.166522,0.0575846,0.153309,0.0531049,0.221479,0.142205,0.0491572
202.2,0.694942,0.346385,0.642539,0.23974,0.166505,0.0575782,0.153294,0.0530992,0.221467,0.142191,0.049152
202.3,0.694912,0.346381,0.642513,0.239726,0.166489,0.0575718,0.15328,0.0530934,0.221455,0.142178,0.0491468
202.4,0.694883,0.346376,0.642488,0.239713,0.166473,0.0575654,0.153265,0.0530876,0.221444,0.142165,0.0491415
202.5,0.694853,0.346372,0.642462,0.2397,0.166456,0.0575591,0.15325,0.0530818,0.221432,0.142151,0.0491363
202.6,0.694824,0.346368,0.642436,0.239686,0.16644,0.0575527,0.153235,0.053076,0.22142,0.142138,0.049131
202.7,0.694794,0.346363,0.64241,0.239673,0.166424,0.0575463,0.15322,0.0530702,0.221408,0.142125,0.0491258
202.8,0.694765,0.346359,0.642385,0.23966,0.166407,0.0575399,0.153206,0.0530644,0.221396,0.142112,0.0491206
202.9,0.694735,0.346354,0.642359,0.239646,0.166391,0.0575335,0.153191,0.0530586,0.221384,0.142098,0.0491153
203,0.694706,0.34635,0.642333,0.239633,0.166375,0.0575271,0.153176,0.0530528,0.221373,0.142085,0.0491101
203.1,0.694676,0.346346,0.642307,0.23962,0.166358,0.0575207,0.153161,0.053047,0.221361,0.142072,0.0491049
203.2,0.694647,0.346341,0.642282,0.239606,0.166342,0.0575143,0.153147,0.0530412,0.221349,0.142058,0.0490996
203.3,0.694618,0.346337,0.642256,0.239593,0.166326,0.0575079,0.153132,0.0530354,0.221337,0.142045,0.0490944
203.4,0.694588,0.346332,0.64223,0.239579,0.166309,0.0575015,0.153117,0.0530296,0.221325,0.142032,0.0490892
203.5,0.694559,0.346328,0.642204,0.239566,0.166293,0.0574951,0.153102,0.0530238,0.221313,0.142018,0.0490839
203.6,0.694529,0.346324,0.642179,0.239553,0.166277,0.0574887,0.153087,0.053018,0.221302,0.142005,0.0490787
203.7,0.6945,0.346319,0.642153,0.239539,0.16626,0.0574823,0.153073,0.0530123,0.22129,0.141992,0.0490735
203.8,0.69447,0.346315,0.642127,0.239526,0.166244,0.057476,0.153058,0.0530065,0.221278,0.141979,0.0490682
203.9,0.694441,0.346311,0.642102,0.239513,0.166228,0.0574696,0.153043,0.0530007,0.221266,0.141965,0.049063
204,0.694412,0.346306,0.642076,0.239499,0.166211,0.0574632,0.153028,0.0529949,0.221254,0.141952,0.0490578
204.1,0.694382,0.346302,0.64205,0.239486,0.166195,0.0574568,0.153014,0.0529891,0.221243,0.141939,0.0490525
204.2,0.694353,0.346297,0.642024,0.239473,0.166179,0.0574504,0.152999,0.0529833,0.221231,0.141925,0.0490473
204.3,0.694323,0.346293,0.641999,0.239459,0.166162,0.057444,0.152984,0.0529775,0.221219,0.141912,0.0490421
204.4,0.694294,0.346289,0.641973,0.239446,0.166146,0.0574376,0.152969,0.0529718,0.221207,0.141899,0.0490369
204.5,0.694264,0.346284,0.641947,0.239433,0.16613,0.0574313,0.152954,0.052966,0.221195,0.141886,0.0490316
204.6,0.694235,0.34628,0.641921,0.239419,0.166113,0.0574249,0.15294,0.0529602,0.221183,0.141872,0.0490264
204.7,0.694206,0.346275,0.641896,0.239406,0.166097,0.0574185,0.152925,0.0529544,0.221172,0.141859,0.0490212
204.8,0.694176,0.346271,0.64187,0.239393,0.166081,0.0574121,0.15291,0.0529486,0.22116,0.141846,0.049016
204.9,0.694147,0.346267,0.641844,0.239379,0.166065,0.0574057,0.152895,0.0529429,0.221148,0.141832,0.0490107
205,0.694117,0.346262,0.641819,0.239366,0.166048,0.0573994,0.152881,0.0529371,0.221136,0.141819,0.0490055
205.1,0.694088,0.346258,0.641793,0.239353,0.166032,0.057393,0.152866,0.0529313,0.221124,0.141806,0.0490003
205.2,0.694059,0.346253,0.641767,0.239339,0.166016,0.0573866,0.152851,0.0529255,0.221113,0.141793,0.0489951
205.3,0.694029,0.346249,0.641742,0.239326,0.165999,0.0573802,0.152836,0.0529197,0.221101,0.141779,0.0489899
205.4,0.694,0.346245,0.641716,0.239313,0.165983,0.0573739,0.152822,0.052914,0.221089,0.141766,0.0489846
205.5,0.69397,0.34624,0.64169,0.239299,0.165967,0.0573675,0.152807,0.0529082,0.221077,0.141753,0.0489794
205.6,0.693941,0.346236,0.641664,0.239286,0.16595,0.0573611,0.152792,0.0529024,0.221065,0.14174,0.0489742
205.7,0.693912,0.346231,0.641639,0.239273,0.165934,0.0573547,0.152777,0.0528966,0.221054,0.141726,0.048969
205.8,0.693882,0.346227,0.641613,0.239259,0.165918,0.0573484,0.152763,0.0528909,0.221042,0.141713,0.0489638
205.9,0.693853,0.346223,0.641587,0.239246,0.165902,0.057342,0.152748,0.0528851,0.22103,0.1417,0.0489585
206,0.693823,0.346218,0.641562,0.239233,0.165885,0.0573356,0.152733,0.0528793,0.221018,0.141686,0.0489533
206.1,0.693794,0.346214,0.641536,0.23922,0.165869,0.0573293,0.152718,0.0528735,0.221006,0.141673,0.0489481
206.2,0.693765,0.346209,0.64151,0.239206,0.165853,0.0573229,0.152704,0.0528678,0.220994,0.14166,0.0489429
206.3,0.693735,0.346205,0.641485,0.239193,0.165837,0.0573165,0.152689,0.052862,0.220983,0.141647,0.0489377
206.4,0.693706,0.346201,0.641459,0.23918,0.16582,0.0573102,0.152674,0.0528562,0.220971,0.141633,0.0489325
206.5,0.693677,0.346196,0.641433,0.239166,0.165804,0.0573038,0.15266,0.0528505,0.220959,0.14162,0.0489273
206.6,0.693647,0.346192,0.641408,0.239153,0.165788,0.0572974,0.152645,0.0528447,0.220947,0.141607,0.048922
206.7,0.693618,0.346187,0.641382,0.23914,0.165771,0.0572911,0.15263,0.0528389,0.220935,0.141594,0.0489168
206.8,0.693588,0.346183,0.641356,0.239126,0.165755,0.0572847,0.152615,0.0528332,0.220924,0.14158,0.0489116
206.9,0.693559,0.346179,0.641331,0.239113,0.165739,0.0572783,0.152601,0.0528274,0.220912,0.141567,0.0489064
207,0.69353,0.346174,0.641305,0.2391,0.165723,0.057272,0.152586,0.0528216,0.2209,0.141554,0.0489012
207.1,0.6935,0.34617,0.641279,0.239086,0.165706,0.0572656,0.152571,0.0528159,0.220888,0.141541,0.048896
207.2,0.693471,0.346166,0.641254,0.239073,0.16569,0.0572592,0.152556,0.0528101,0.220876,0.141528,0.0488908
207.3,0.693442,0.346161,0.641228,0.23906,0.165674,0.0572529,0.152542,0.0528043,0.220865,0.141514,0.0488856
207.4,0.693412,0.346157,0.641202,0.239046,0.165658,0.0572465,0.152527,0.0527986,0.220853,0.141501,0.0488804
207.5,0.693383,0.346152,0.641177,0.239033,0.165641,0.0572402,0.152512,0.0527928,0.220841,0.141488,0.0488752
207.6,0.693354,0.346148,0.641151,0.23902,0.165625,0.0572338,0.152498,0.0527871,0.220829,0.141475,0.0488699
207.7,0.693324,0.346144,0.641125,0.239007,0.165609,0.0572274,0.152483,0.0527813,0.220817,0.141461,0.0488647
207.8,0.693295,0.346139,0.6411,0.238993,0.165593,0.0572211,0.152468,0.0527755,0.220806,0.141448,0.0488595
207.9,0.693266,0.346135,0.641074,0.23898,0.165576,0.0572147,0.152453,0.0527698,0.220794,0.141435,0.0488543
208,0.693236,0.34613,0.641048,0.238967,0.16556,0.0572084,0.152439,0.052764,0.220782,0.141422,0.0488491
208.1,0.693207,0.346126,0.641023,0.238953,0.165544,0.057202,0.152424,0.0527583,0.22077,0.141408,0.0488439
208.2,0.693178,0.346122,0.640997,0.23894,0.165528,0.0571957,0.152409,0.0527525,0.220759,0.141395,0.0488387
208.3,0.693148,0.346117,0.640971,0.238927,0.165511,0.0571893,0.152395,0.0527468,0.220747,0.141382,0.0488335
208.4,0.693119,0.346113,0.640946,0.238913,0.165495,0.057183,0.15238,0.052741,0.220735,0.141369,0.0488283
208.5,0.69309,0.346108,0.64092,0.2389,0.165479,0.0571766,0.152365,0.0527352,0.220723,0.141356,0.0488231
208.6,0.69306,0.346104,0.640895,0.238887,0.165463,0.0571703,0.152351,0.0527295,0.220711,0.141342,0.0488179
208.7,0.693031,0.3461,0.640869,0.238874,0.165447,0.0571639,0.152336,0.0527237,0.2207,0.141329,0.0488127
208.8,0.693002,0.346095,0.640843,0.23886,0.16543,0.0571576,0.152321,0.052718,0.220688,0.141316,0.0488075
208.9,0.692972,0.346091,0.640818,0.238847,0.165414,0.0571512,0.152307,0.0527122,0.220676,0.141303,0.0488023
209,0.692943,0.346086,0.640792,0.238834,0.165398,0.0571449,0.152292,0.0527065,0.220664,0.141289,0.0487971
209.1,0.692914,0.346082,0.640766,0.23882,0.165382,0.0571385,0.152277,0.0527007,0.220652,0.141276,0.0487919
209.2,0.692884,0.346078,0.640741,0.238807,0.165365,0.0571322,0.152262,0.052695,0.220641,0.141263,0.0487867
209.3,0.692855,0.346073,0.640715,0.238794,0.165349,0.0571258,0.152248,0.0526892,0.220629,0.14125,0.0487815
209.4,0.692826,0.346069,0.64069,0.23878,0.165333,0.0571195,0.152233,0.0526835,0.220617,0.141237,0.0487763
209.5,0.692796,0.346064,0.640664,0.238767,0.165317,0.0571132,0.152218,0.0526777,0.220605,0.141223,0.0487711
209.6,0.692767,0.34606,0.640638,0.238754,0.165301,0.0571068,0.152204,0.052672,0.220594,0.14121,0.048766
209.7,0.692738,0.346056,0.640613,0.238741,0.165284,0.0571005,0.152189,0.0526662,0.220582,0.141197,0.0487608
209.8,0.692708,0.346051,0.640587,0.238727,0.165268,0.0570941,0.152174,0.0526605,0.22057,0.141184,0.0487556
209.9,0.692679,0.346047,0.640561,0.238714,0.165252,0.0570878,0.15216,0.0526548,0.220558,0.141171,0.0487504
210,0.69265,0.346042,0.640536,0.238701,0.165236,0.0570814,0.152145,0.052649,0.220546,0.141157,0.0487452
210.1,0.692621,0.346038,0.64051,0.238687,0.16522,0.0570751,0.15213,0.0526433,0.220535,0.141144,0.04874
210.2,0.692591,0.346034,0.640485,0.238674,0.165203,0.0570688,0.152116,0.0526375,0.220523,0.141131,0.0487348
210.3,0.692562,0.346029,0.640459,0.238661,0.165187,0.0570624,0.152101,0.0526318,0.220511,0.141118,0.0487296
210.4,0.692533,0.346025,0.640433,0.238648,0.165171,0.0570561,0.152086,0.052626,0.220499,0.141105,0.0487244
210.5,0.692503,0.34602,0.640408,0.238634,0.165155,0.0570498,0.152072,0.0526203,0.220488,0.141091,0.0487192
210.6,0.692474,0.346016,0.640382,0.238621,0.165139,0.0570434,0.152057,0.0526146,0.220476,0.141078,0.048714
210.7,0.692445,0.346011,0.640357,0.238608,0.165122,0.0570371,0.152042,0.0526088,0.220464,0.141065,0.0487089
210.8,0.692416,0.346007,0.640331,0.238594,0.165106,0.0570308,0.152028,0.0526031,0.220452,0.141052,0.0487037
210.9,0.692386,0.346003,0.640305,0.238581,0.16509,0.0570244,0.152013,0.0525973,0.220441,0.141039,0.0486985
211,0.692357,0.345998,0.64028,0.238568,0.165074,0.0570181,0.151998,0.0525916,0.220429,0.141026,0.0486933
211.1,0.692328,0.345994,0.640254,0.238555,0.165058,0.0570118,0.151984,0.0525859,0.220417,0.141012,0.0486881
211.2,0.692298,0.345989,0.640229,0.238541,0.165041,0.0570054,0.151969,0.0525801,0.220405,0.140999,0.0486829
211.3,0.692269,0.345985,0.640203,0.238528,0.165025,0.0569991,0.151954,0.0525744,0.220393,0.140986,0.0486777
211.4,0.69224,0.345981,0.640178,0.238515,0.165009,0.0569928,0.15194,0.0525687,0.220382,0.140973,0.0486726
211.5,0.692211,0.345976,0.640152,0.238502,0.164993,0.0569865,0.151925,0.0525629,0.22037,0.14096,0.0486674
211.6,0.692181,0.345972,0.640126,0.238488,0.164977,0.0569801,0.151911,0.0525572,0.220358,0.140947,0.0486622
211.7,0.692152,0.345967,0.640101,0.238475,0.164961,0.0569738,0.151896,0.0525515,0.220346,0.140933,0.048657
211.8,0.692123,0.345963,0.640075,0.238462,0.164944,0.0569675,0.151881,0.0525457,0.220335,0.14092,0.0486518
211.9,0.692094,0.345959,0.64005,0.238448,0.164928,0.0569611,0.151867,0.05254,0.220323,0.140907,0.0486467
212,0.692064,0.345954,0.640024,0.238435,0.164912,0.0569548,0.151852,0.0525343,0.220311,0.140894,0.0486415
212.1,0.692035,0.34595,0.639999,0.238422,0.164896,0.0569485,0.151837,0.0525285,0.220299,0.140881,0.0486363
212.2,0.692006,0.345945,0.639973,0.238409,0.16488,0.0569422,0.151823,0.0525228,0.220288,0.140868,0.0486311
212.3,0.691977,0.345941,0.639947,0.238395,0.164864,0.0569359,0.151808,0.0525171,0.220276,0.140854,0.0486259
212.4,0.691947,0.345937,0.639922,0.238382,0.164847,0.0569295,0.151793,0.0525114,0.220264,0.140841,0.0486208
212.5,0.691918,0.345932,0.639896,0.238369,0.164831,0.0569232,0.151779,0.0525056,0.220252,0.140828,0.0486156
212.6,0.691889,0.345928,0.639871,0.238356,0.164815,0.0569169,0.151764,0.0524999,0.220241,0.140815,0.0486104
212.7,0.69186,0.345923,0.639845,0.238342,0.164799,0.0569106,0.15175,0.0524942,0.220229,0.140802,0.0486052
212.8,0.69183,0.345919,0.63982,0.238329,0.164783,0.0569043,0.151735,0.0524884,0.220217,0.140789,0.0486001
212.9,0.691801,0.345915,0.639794,0.238316,0.164767,0.0568979,0.15172,0.0524827,0.220205,0.140775,0.0485949
213,0.691772,0.34591,0.639769,0.238303,0.16475,0.0568916,0.151706,0.052477,0.220194,0.140762,0.0485897
213.1,0.691743,0.345906,0.639743,0.238289,0.164734,0.0568853,0.151691,0.0524713,0.220182,0.140749,0.0485846
213.2,0.691714,0.345901,0.639717,0.238276,0.164718,0.056879,0.151676,0.0524656,0.22017,0.140736,0.0485794
213.3,0.691684,0.345897,0.639692,0.238263,0.164702,0.0568727,0.151662,0.0524598,0.220158,0.140723,0.0485742
213.4,0.691655,0.345893,0.639666,0.23825,0.164686,0.0568664,0.151647,0.0524541,0.220147,0.14071,0.048569
213.5,0.691626,0.345888,0.639641,0.238236,0.16467,0.0568601,0.151633,0.0524484,0.220135,0.140697,0.0485639
213.6,0.691597,0.345884,0.639615,0.238223,0.164654,0.0568537,0.151618,0.0524427,0.220123,0.140683,0.0485587
213.7,0.691567,0.345879,0.63959,0.23821,0.164638,0.0568474,0.151603,0.052437,0.220111,0.14067,0.0485535
213.8,0.691538,0.345875,0.639564,0.238197,0.164621,0.0568411,0.151589,0.0524312,0.2201,0.140657,0.0485484
213.9,0.691509,0.34587,0.639539,0.238183,0.164605,0.0568348,0.151574,0.0524255,0.220088,0.140644,0.0485432
214,0.69148,0.345866,0.639513,0.23817,0.164589,0.0568285,0.15156,0.0524198,0.220076,0.140631,0.048538
214.1,0.691451,0.345862,0.639488,0.238157,0.164573,0.0568222,0.151545,0.0524141,0.220064,0.140618,0.0485329
214.2,0.691421,0.345857,0.639462,0.238144,0.164557,0.0568159,0.15153,0.0524084,0.220053,0.140605,0.0485277
214.3,0.691392,0.345853,0.639437,0.23813,0.164541,0.0568096,0.151516,0.0524027,0.220041,0.140591,0.0485225
214.4,0.691363,0.345848,0.639411,0.238117,0.164525,0.0568033,0.151501,0.0523969,0.220029,0.140578,0.0485174
214.5,0.691334,0.345844,0.639386,0.238104,0.164509,0.056797,0.151487,0.0523912,0.220017,0.140565,0.0485122
214.6,0.691305,0.34584,0.63936,0.238091,0.164492,0.0567907,0.151472,0.0523855,0.220006,0.140552,0.048507
214.7,0.691275,0.345835,0.639334,0.238077,0.164476,0.0567844,0.151457,0.0523798,0.219994,0.140539,0.0485019
214.8,0.691246,0.345831,0.639309,0.238064,0.16446,0.0567781,0.151443,0.0523741,0.219982,0.140526,0.0484967
214.9,0.691217,0.345826,0.639283,0.238051,0.164444,0.0567718,0.151428,0.0523684,0.21997,0.140513,0.0484916
215,0.691188,0.345822,0.639258,0.238038,0.164428,0.0567655,0.151414,0.0523627,0.219959,0.1405,0.0484864
215.1,0.691159,0.345818,0.639232,0.238024,0.164412,0.0567592,0.151399,0.052357,0.219947,0.140486,0.0484812
215.2,0.691129,0.345813,0.639207,0.238011,0.164396,0.0567529,0.151385,0.0523513,0.219935,0.140473,0.0484761
215.3,0.6911,0.345809,0.639181,0.237998,0.16438,0.0567466,0.15137,0.0523456,0.219924,0.14046,0.0484709
215.4,0.691071,0.345804,0.639156,0.237985,0.164364,0.0567403,0.151355,0.0523398,0.219912,0.140447,0.0484658
215.5,0.691042,0.3458,0.63913,0.237971,0.164347,0.056734,0.151341,0.0523341,0.2199,0.140434,0.0484606
215.6,0.691013,0.345795,0.639105,0.237958,0.164331,0.0567277,0.151326,0.0523284,0.219888,0.140421,0.0484554
215.7,0.690984,0.345791,0.639079,0.237945,0.164315,0.0567214,0.151312,0.0523227,0.219877,0.140408,0.0484503
215.8,0.690954,0.345787,0.639054,0.237932,0.164299,0.0567151,0.151297,0.052317,0.219865,0.140395,0.0484451
215.9,0.690925,0.345782,0.639028,0.237918,0.164283,0.0567088,0.151283,0.0523113,0.219853,0.140382,0.04844
216,0.690896,0.345778,0.639003,0.237905,0.164267,0.0567025,0.151268,0.0523056,0.219841,0.140368,0.0484348
216.1,0.690867,0.345773,0.638977,0.237892,0.164251,0.0566962,0.151253,0.0522999,0.21983,0.140355,0.0484297
216.2,0.690838,0.345769,0.638952,0.237879,0.164235,0.0566899,0.151239,0.0522942,0.219818,0.140342,0.0484245
216.3,0.690809,0.345765,0.638926,0.237866,0.164219,0.0566836,0.151224,0.0522885,0.219806,0.140329,0.0484194
216.4,0.690779,0.34576,0.638901,0.237852,0.164203,0.0566773,0.15121,0.0522828,0.219794,0.140316,0.0484142
216.5,0.69075,0.345756,0.638876,0.237839,0.164187,0.056671,0.151195,0.0522771,0.219783,0.140303,0.0484091
216.6,0.690721,0.345751,0.63885,0.237826,0.16417,0.0566648,0.151181,0.0522714,0.219771,0.14029,0.0484039
216.7,0.690692,0.345747,0.638825,0.237813,0.164154,0.0566585,0.151166,0.0522657,0.219759,0.140277,0.0483988
216.8,0.690663,0.345743,0.638799,0.237799,0.164138,0.0566522,0.151151,0.05226,0.219748,0.140264,0.0483936
216.9,0.690634,0.345738,0.638774,0.237786,0.164122,0.0566459,0.151137,0.0522543,0.219736,0.140251,0.0483885
217,0.690604,0.345734,0.638748,0.237773,0.164106,0.0566396,0.151122,0.0522486,0.219724,0.140238,0.0483833
217.1,0.690575,0.345729,0.638723,0.23776,0.16409,0.0566333,0.151108,0.0522429,0.219712,0.140224,0.0483782
217.2,0.690546,0.345725,0.638697,0.237746,0.164074,0.056627,0.151093,0.0522372,0.219701,0.140211,0.048373
217.3,0.690517,0.34572,0.638672,0.237733,0.164058,0.0566208,0.151079,0.0522315,0.219689,0.140198,0.0483679
217.4,0.690488,0.345716,0.638646,0.23772,0.164042,0.0566145,0.151064,0.0522258,0.219677,0.140185,0.0483627
217.5,0.690459,0.345712,0.638621,0.237707,0.164026,0.0566082,0.15105,0.0522202,0.219666,0.140172,0.0483576
217.6,0.69043,0.345707,0.638595,0.237694,0.16401,0.0566019,0.151035,0.0522145,0.219654,0.140159,0.0483524
217.7,0.6904,0.345703,0.63857,0.23768,0.163994,0.0565956,0.151021,0.0522088,0.219642,0.140146,0.0483473
217.8,0.690371,0.345698,0.638544,0.237667,0.163978,0.0565894,0.151006,0.0522031,0.21963,0.140133,0.0483422
217.9,0.690342,0.345694,0.638519,0.237654,0.163962,0.0565831,0.150991,0.0521974,0.219619,0.14012,0.048337
218,0.690313,0.34569,0.638494,0.237641,0.163946,0.0565768,0.150977,0.0521917,0.219607,0.140107,0.0483319
218.1,0.690284,0.345685,0.638468,0.237628,0.16393,0.0565705,0.150962,0.052186,0.219595,0.140094,0.0483267
218.2,0.690255,0.345681,0.638443,0.237614,0.163913,0.0565642,0.150948,0.0521803,0.219584,0.140081,0.0483216
218.3,0.690226,0.345676,0.638417,0.237601,0.163897,0.056558,0.150933,0.0521746,0.219572,0.140068,0.0483165
218.4,0.690197,0.345672,0.638392,0.237588,0.163881,0.0565517,0.150919,0.052169,0.21956,0.140054,0.0483113
218.5,0.690168,0.345667,0.638366,0.237575,0.163865,0.0565454,0.150904,0.0521633,0.219548,0.140041,0.0483062
218.6,0.690138,0.345663,0.638341,0.237561,0.163849,0.0565391,0.15089,0.0521576,0.219537,0.140028,0.048301
218.7,0.690109,0.345659,0.638315,0.237548,0.163833,0.0565329,0.150875,0.0521519,0.219525,0.140015,0.0482959
218.8,0.69008,0.345654,0.63829,0.237535,0.163817,0.0565266,0.150861,0.0521462,0.219513,0.140002,0.0482908
218.9,0.690051,0.34565,0.638265,0.237522,0.163801,0.0565203,0.150846,0.0521405,0.219502,0.139989,0.0482856
219,0.690022,0.345645,0.638239,0.237509,0.163785,0.0565141,0.150832,0.0521349,0.21949,0.139976,0.0482805
219.1,0.689993,0.345641,0.638214,0.237495,0.163769,0.0565078,0.150817,0.0521292,0.219478,0.139963,0.0482754
219.2,0.689964,0.345637,0.638188,0.237482,0.163753,0.0565015,0.150803,0.0521235,0.219467,0.13995,0.0482702
219.3,0.689935,0.345632,0.638163,0.237469,0.163737,0.0564953,0.150788,0.0521178,0.219455,0.139937,0.0482651
219.4,0.689906,0.345628,0.638137,0.237456,0.163721,0.056489,0.150774,0.0521121,0.219443,0.139924,0.04826
219.5,0.689877,0.345623,0.638112,0.237443,0.163705,0.0564827,0.150759,0.0521065,0.219431,0.139911,0.0482548
219.6,0.689847,0.345619,0.638087,0.237429,0.163689,0.0564765,0.150745,0.0521008,0.21942,0.139898,0.0482497
219.7,0.689818,0.345614,0.638061,0.237416,0.163673,0.0564702,0.15073,0.0520951,0.219408,0.139885,0.0482446
219.8,0.689789,0.34561,0.638036,0.237403,0.163657,0.0564639,0.150716,0.0520894,0.219396,0.139872,0.0482394
219.9,0.68976,0.345606,0.63801,0.23739,0.163641,0.0564577,0.150701,0.0520837,0.219385,0.139859,0.0482343
220,0.689731,0.345601,0.637985,0.237377,0.163625,0.0564514,0.150687,0.0520781,0.219373,0.139846,0.0482292
220.1,0.689702,0.345597,0.637959,0.237363,0.163609,0.0564451,0.150672,0.0520724,0.219361,0.139833,0.048224
220.2,0.689673,0.345592,0.637934,0.23735,0.163593,0.0564389,0.150658,0.0520667,0.21935,0.139819,0.0482189
220.3,0.689644,0.345588,0.637909,0.237337,0.163577,0.0564326,0.150643,0.052061,0.219338,0.139806,0.0482138
220.4,0.689615,0.345583,0.637883,0.237324,0.163561,0.0564264,0.150629,0.0520554,0.219326,0.139793,0.0482087
220.5,0.689586,0.345579,0.637858,0.237311,0.163545,0.0564201,0.150614,0.0520497,0.219314,0.13978,0.0482035
220.6,0.689557,0.345575,0.637832,0.237297,0.163529,0.0564138,0.1506,0.052044,0.219303,0.139767,0.0481984
220.7,0.689528,0.34557,0.637807,0.237284,0.163513,0.0564076,0.150585,0.0520384,0.219291,0.139754,0.0481933
220.8,0.689499,0.345566,0.637782,0.237271,0.163497,0.0564013,0.150571,0.0520327,0.219279,0.139741,0.0481881
220.9,0.689469,0.345561,0.637756,0.237258,0.163481,0.0563951,0.150556,0.052027,0.219268,0.139728,0.048183
221,0.68944,0.345557,0.637731,0.237245,0.163465,0.0563888,0.150542,0.0520214,0.219256,0.139715,0.0481779
221.1,0.689411,0.345553,0.637705,0.237231,0.163449,0.0563826,0.150527,0.0520157,0.219244,0.139702,0.0481728
221.2,0.689382,0.345548,0.63768,0.237218,0.163433,0.0563763,0.150513,0.05201,0.219233,0.139689,0.0481677
221.3,0.689353,0.345544,0.637655,0.237205,0.163417,0.0563701,0.150498,0.0520044,0.219221,0.139676,0.0481625
221.4,0.689324,0.345539,0.637629,0.237192,0.163401,0.0563638,0.150484,0.0519987,0.219209,0.139663,0.0481574
221.5,0.689295,0.345535,0.637604,0.237179,0.163385,0.0563576,0.150469,0.051993,0.219198,0.13965,0.0481523
221.6,0.689266,0.34553,0.637579,0.237166,0.163369,0.0563513,0.150455,0.0519874,0.219186,0.139637,0.0481472
221.7,0.689237,0.345526,0.637553,0.237152,0.163353,0.0563451,0.15044,0.0519817,0.219174,0.139624,0.0481421
221.8,0.689208,0.345522,0.637528,0.237139,0.163337,0.0563388,0.150426,0.051976,0.219162,0.139611,0.0481369
221.9,0.689179,0.345517,0.637502,0.237126,0.163321,0.0563326,0.150411,0.0519704,0.219151,0.139598,0.0481318
222,0.68915,0.345513,0.637477,0.237113,0.163305,0.0563263,0.150397,0.0519647,0.219139,0.139585,0.0481267
222.1,0.689121,0.345508,0.637452,0.2371,0.163289,0.0563201,0.150383,0.051959,0.219127,0.139572,0.0481216
