Temps,A,B
450.6,0.5,0.5
450.7,0.5,0.5
450.8,0.5,0.5
450.9,0.5,0.5
451,0.5,0.5
451.1,0.5,0.5
451.2,0.5,0.5
451.3,0.5,0.5
451.4,0.5,0.5
451.5,0.5,0.5
451.6,0.5,0.5
451.7,0.5,0.5
451.8,0.5,0.5
451.9,0.5,0.5
452,0.5,0.5
452.1,0.5,0.5
452.2,0.5,0.5
452.3,0.5,0.5
452.4,0.5,0.5
452.5,0.5,0.5
452.6,0.5,0.5
452.7,0.5,0.5
452.8,0.5,0.5
452.9,0.5,0.5
453,0.5,0.5
453.1,0.5,0.5
453.2,0.5,0.5
453.3,0.5,0.5
453.4,0.5,0.5
453.5,0.5,0.5
453.6,0.5,0.5
453.7,0.5,0.5
453.8,0.5,0.5
453.9,0.5,0.5
454,0.5,0.5
454.1,0.5,0.5
454.2,0.5,0.5
454.3,0.5,0.5
454.4,0.5,0.5
454.5,0.5,0.5
454.6,0.5,0.5
454.7,0.5,0.5
454.8,0.5,0.5
454.9,0.5,0.5
455,0.5,0.5
455.1,0.5,0.5
455.2,0.5,0.5
455.3,0.5,0.5
455.4,0.5,0.5
455.5,0.5,0.5
455.6,0.5,0.5
455.7,0.5,0.5
455.8,0.5,0.5
455.9,0.5,0.5
456,0.5,0.5
456.1,0.5,0.5
456.2,0.5,0.5
456.3,0.5,0.5
456.4,0.5,0.5
456.5,0.5,0.5
456.6,0.5,0.5
456.7,0.5,0.5
456.8,0.5,0.5
456.9,0.5,0.5
457,0.5,0.5
457.1,0.5,0.5
457.2,0.5,0.5
457.3,0.5,0.5
457.4,0.5,0.5
457.5,0.5,0.5
457.6,0.5,0.5
457.7,0.5,0.5
457.8,0.5,0.5
457.9,0.5,0.5
458,0.5,0.5
458.1,0.5,0.5
458.2,0.5,0.5
458.3,0.5,0.5
458.4,0.5,0.5
458.5,0.5,0.5
458.6,0.5,0.5
458.7,0.5,0.5
458.8,0.5,0.5
458.9,0.5,0.5
459,0.5,0.5
459.1,0.5,0.5
459.2,0.5,0.5
459.3,0.5,0.5
459.4,0.5,0.5
459.5,0.5,0.5
459.6,0.5,0.5
459.7,0.5,0.5
459.8,0.5,0.5
459.9,0.5,0.5
460,0.5,0.5
460.1,0.5,0.5
460.2,0.5,0.5
460.3,0.5,0.5
460.4,0.5,0.5
460.5,0.5,0.5
460.6,0.5,0.5
460.7,0.5,0.5
460.8,0.5,0.5
460.9,0.5,0.5
461,0.5,0.5
461.1,0.5,0.5
461.2,0.5,0.5
461.3,0.5,0.5
461.4,0.5,0.5
461.5,0.5,0.5
461.6,0.5,0.5
461.7,0.5,0.5
461.8,0.5,0.5
461.9,0.5,0.5
462,0.5,0.5
462.1,0.5,0.5
462.2,0.5,0.5
462.3,0.5,0.5
462.4,0.5,0.5
462.5,0.5,0.5
462.6,0.5,0.5
462.7,0.5,0.5
462.8,0.5,0.5
462.9,0.5,0.5
463,0.5,0.5
463.1,0.5,0.5
463.2,0.5,0.5
463.3,0.5,0.5
463.4,0.5,0.5
463.5,0.5,0.5
463.6,0.5,0.5
463.7,0.5,0.5
463.8,0.5,0.5
463.9,0.5,0.5
464,0.5,0.5
464.1,0.5,0.5
464.2,0.5,0.5
464.3,0.5,0.5
464.4,0.5,0.5
464.5,0.5,0.5
464.6,0.5,0.5
464.7,0.5,0.5
464.8,0.5,0.5
464.9,0.5,0.5
465,0.5,0.5
465.1,0.5,0.5
465.2,0.5,0.5
465.3,0.5,0.5
465.4,0.5,0.5
465.5,0.5,0.5
465.6,0.5,0.5
465.7,0.5,0.5
465.8,0.5,0.5
465.9,0.5,0.5
466,0.5,0.5
466.1,0.5,0.5
466.2,0.5,0.5
466.3,0.5,0.5
466.4,0.5,0.5
466.5,0.5,0.5
466.6,0.5,0.5
466.7,0.5,0.5
466.8,0.5,0.5
466.9,0.5,0.5
467,0.5,0.5
467.1,0.5,0.5
467.2,0.5,0.5
467.3,0.5,0.5
467.4,0.5,0.5
467.5,0.5,0.5
467.6,0.5,0.5
467.7,0.5,0.5
467.8,0.5,0.5
467.9,0.5,0.5
468,0.5,0.5
468.1,0.5,0.5
468.2,0.5,0.5
468.3,0.5,0.5
468.4,0.5,0.5
468.5,0.5,0.5
468.6,0.5,0.5
468.7,0.5,0.5
468.8,0.5,0.5
468.9,0.5,0.5
469,0.5,0.5
469.1,0.5,0.5
469.2,0.5,0.5
469.3,0.5,0.5
469.4,0.5,0.5
469.5,0.5,0.5
469.6,0.5,0.5
469.7,0.5,0.5
469.8,0.5,0.5
469.9,0.5,0.5
470,0.5,0.5
470.1,0.5,0.5
470.2,0.5,0.5
470.3,0.5,0.5
470.4,0.5,0.5
470.5,0.5,0.5
470.6,0.5,0.5
470.7,0.5,0.5
470.8,0.5,0.5
470.9,0.5,0.5
471,0.5,0.5
471.1,0.5,0.5
471.2,0.5,0.5
471.3,0.5,0.5
471.4,0.5,0.5
471.5,0.5,0.5
471.6,0.5,0.5
471.7,0.5,0.5
471.8,0.5,0.5
471.9,0.5,0.5
472,0.5,0.5
472.1,0.5,0.5
472.2,0.5,0.5
472.3,0.5,0.5
472.4,0.5,0.5
472.5,0.5,0.5
472.6,0.5,0.5
472.7,0.5,0.5
472.8,0.5,0.5
472.9,0.5,0.5
473,0.5,0.5
473.1,0.5,0.5
473.2,0.5,0.5
473.3,0.5,0.5
473.4,0.5,0.5
473.5,0.5,0.5
473.6,0.5,0.5
473.7,0.5,0.5
473.8,0.5,0.5
473.9,0.5,0.5
474,0.5,0.5
474.1,0.5,0.5
474.2,0.5,0.5
474.3,0.5,0.5
474.4,0.5,0.5
474.5,0.5,0.5
474.6,0.5,0.5
474.7,0.5,0.5
474.8,0.5,0.5
474.9,0.5,0.5
475,0.5,0.5
475.1,0.5,0.5
475.2,0.5,0.5
475.3,0.5,0.5
475.4,0.5,0.5
475.5,0.5,0.5
475.6,0.5,0.5
475.7,0.5,0.5
475.8,0.5,0.5
475.9,0.5,0.5
476,0.5,0.5
476.1,0.5,0.5
476.2,0.5,0.5
476.3,0.5,0.5
476.4,0.5,0.5
476.5,0.5,0.5
476.6,0.5,0.5
476.7,0.5,0.5
476.8,0.5,0.5
476.9,0.5,0.5
477,0.5,0.5
477.1,0.5,0.5
477.2,0.5,0.5
477.3,0.5,0.5
477.4,0.5,0.5
477.5,0.5,0.5
477.6,0.5,0.5
477.7,0.5,0.5
477.8,0.5,0.5
477.9,0.5,0.5
478,0.5,0.5
478.1,0.5,0.5
478.2,0.5,0.5
478.3,0.5,0.5
478.4,0.5,0.5
478.5,0.5,0.5
478.6,0.5,0.5
478.7,0.5,0.5
478.8,0.5,0.5
478.9,0.5,0.5
479,0.5,0.5
479.1,0.5,0.5
479.2,0.5,0.5
479.3,0.5,0.5
479.4,0.5,0.5
479.5,0.5,0.5
479.6,0.5,0.5
479.7,0.5,0.5
479.8,0.5,0.5
479.9,0.5,0.5
480,0.5,0.5
480.1,0.5,0.5
480.2,0.5,0.5
480.3,0.5,0.5
480.4,0.5,0.5
480.5,0.5,0.5
480.6,0.5,0.5
480.7,0.5,0.5
480.8,0.5,0.5
480.9,0.5,0.5
481,0.5,0.5
481.1,0.5,0.5
481.2,0.5,0.5
481.3,0.5,0.5
481.4,0.5,0.5
481.5,0.5,0.5
481.6,0.5,0.5
481.7,0.5,0.5
481.8,0.5,0.5
481.9,0.5,0.5
482,0.5,0.5
482.1,0.5,0.5
482.2,0.5,0.5
482.3,0.5,0.5
482.4,0.5,0.5
482.5,0.5,0.5
482.6,0.5,0.5
482.7,0.5,0.5
482.8,0.5,0.5
482.9,0.5,0.5
483,0.5,0.5
483.1,0.5,0.5
483.2,0.5,0.5
483.3,0.5,0.5
483.4,0.5,0.5
483.5,0.5,0.5
483.6,0.5,0.5
483.7,0.5,0.5
483.8,0.5,0.5
483.9,0.5,0.5
484,0.5,0.5
484.1,0.5,0.5
484.2,0.5,0.5
484.3,0.5,0.5
484.4,0.5,0.5
484.5,0.5,0.5
484.6,0.5,0.5
484.7,0.5,0.5
484.8,0.5,0.5
484.9,0.5,0.5
485,0.5,0.5
485.1,0.5,0.5
485.2,0.5,0.5
485.3,0.5,0.5
485.4,0.5,0.5
485.5,0.5,0.5
485.6,0.5,0.5
485.7,0.5,0.5
485.8,0.5,0.5
485.9,0.5,0.5
486,0.5,0.5
486.1,0.5,0.5
486.2,0.5,0.5
486.3,0.5,0.5
486.4,0.5,0.5
486.5,0.5,0.5
486.6,0.5,0.5
486.7,0.5,0.5
486.8,0.5,0.5
486.9,0.5,0.5
487,0.5,0.5
487.1,0.5,0.5
487.2,0.5,0.5
487.3,0.5,0.5
487.4,0.5,0.5
487.5,0.5,0.5
487.6,0.5,0.5
487.7,0.5,0.5
487.8,0.5,0.5
487.9,0.5,0.5
488,0.5,0.5
488.1,0.5,0.5
488.2,0.5,0.5
488.3,0.5,0.5
488.4,0.5,0.5
488.5,0.5,0.5
488.6,0.5,0.5
488.7,0.5,0.5
488.8,0.5,0.5
488.9,0.5,0.5
489,0.5,0.5
489.1,0.5,0.5
489.2,0.5,0.5
489.3,0.5,0.5
489.4,0.5,0.5
489.5,0.5,0.5
489.6,0.5,0.5
489.7,0.5,0.5
489.8,0.5,0.5
489.9,0.5,0.5
490,0.5,0.5
490.1,0.5,0.5
490.2,0.5,0.5
490.3,0.5,0.5
490.4,0.5,0.5
490.5,0.5,0.5
490.6,0.5,0.5
490.7,0.5,0.5
490.8,0.5,0.5
490.9,0.5,0.5
491,0.5,0.5
491.1,0.5,0.5
491.2,0.5,0.5
491.3,0.5,0.5
491.4,0.5,0.5
491.5,0.5,0.5
491.6,0.5,0.5
491.7,0.5,0.5
491.8,0.5,0.5
491.9,0.5,0.5
492,0.5,0.5
492.1,0.5,0.5
492.2,0.5,0.5
492.3,0.5,0.5
492.4,0.5,0.5
492.5,0.5,0.5
492.6,0.5,0.5
492.7,0.5,0.5
492.8,0.5,0.5
492.9,0.5,0.5
493,0.5,0.5
493.1,0.5,0.5
493.2,0.5,0.5
493.3,0.5,0.5
493.4,0.5,0.5
493.5,0.5,0.5
493.6,0.5,0.5
493.7,0.5,0.5
493.8,0.5,0.5
493.9,0.5,0.5
494,0.5,0.5
494.1,0.5,0.5
494.2,0.5,0.5
494.3,0.5,0.5
494.4,0.5,0.5
494.5,0.5,0.5
494.6,0.5,0.5
494.7,0.5,0.5
494.8,0.5,0.5
494.9,0.5,0.5
495,0.5,0.5
495.1,0.5,0.5
495.2,0.5,0.5
495.3,0.5,0.5
495.4,0.5,0.5
495.5,0.5,0.5
495.6,0.5,0.5
495.7,0.5,0.5
495.8,0.5,0.5
495.9,0.5,0.5
496,0.5,0.5
496.1,0.5,0.5
496.2,0.5,0.5
496.3,0.5,0.5
496.4,0.5,0.5
496.5,0.5,0.5
496.6,0.5,0.5
496.7,0.5,0.5
496.8,0.5,0.5
496.9,0.5,0.5
497,0.5,0.5
497.1,0.5,0.5
497.2,0.5,0.5
497.3,0.5,0.5
497.4,0.5,0.5
497.5,0.5,0.5
497.6,0.5,0.5
497.7,0.5,0.5
497.8,0.5,0.5
497.9,0.5,0.5
498,0.5,0.5
498.1,0.5,0.5
498.2,0.5,0.5
498.3,0.5,0.5
498.4,0.5,0.5
498.5,0.5,0.5
498.6,0.5,0.5
498.7,0.5,0.5
498.8,0.5,0.5
498.9,0.5,0.5
499,0.5,0.5
499.1,0.5,0.5
499.2,0.5,0.5
499.3,0.5,0.5
499.4,0.5,0.5
499.5,0.5,0.5
499.6,0.5,0.5
499.7,0.5,0.5
499.8,0.5,0.5
499.9,0.5,0.5
500,0.5,0.5
500.1,0.5,0.5
500.2,0.5,0.5
500.3,0.5,0.5
500.4,0.5,0.5
500.5,0.5,0.5
500.6,0.5,0.5
500.7,0.5,0.5
500.8,0.5,0.5
500.9,0.5,0.5
501,0.5,0.5
501.1,0.5,0.5
501.2,0.5,0.5
501.3,0.5,0.5
501.4,0.5,0.5
501.5,0.5,0.5
501.6,0.5,0.5
501.7,0.5,0.5
501.8,0.5,0.5
501.9,0.5,0.5
502,0.5,0.5
502.1,0.5,0.5
502.2,0.5,0.5
502.3,0.5,0.5
502.4,0.5,0.5
502.5,0.5,0.5
502.6,0.5,0.5
502.7,0.5,0.5
502.8,0.5,0.5
502.9,0.5,0.5
503,0.5,0.5
503.1,0.5,0.5
503.2,0.5,0.5
503.3,0.5,0.5
503.4,0.5,0.5
503.5,0.5,0.5
503.6,0.5,0.5
503.7,0.5,0.5
503.8,0.5,0.5
503.9,0.5,0.5
504,0.5,0.5
504.1,0.5,0.5
504.2,0.5,0.5
504.3,0.5,0.5
504.4,0.5,0.5
504.5,0.5,0.5
504.6,0.5,0.5
504.7,0.5,0.5
504.8,0.5,0.5
504.9,0.5,0.5
505,0.5,0.5
505.1,0.5,0.5
505.2,0.5,0.5
505.3,0.5,0.5
505.4,0.5,0.5
505.5,0.5,0.5
505.6,0.5,0.5
505.7,0.5,0.5
505.8,0.5,0.5
505.9,0.5,0.5
506,0.5,0.5
506.1,0.5,0.5
506.2,0.5,0.5
506.3,0.5,0.5
506.4,0.5,0.5
506.5,0.5,0.5
506.6,0.5,0.5
506.7,0.5,0.5
506.8,0.5,0.5
506.9,0.5,0.5
507,0.5,0.5
507.1,0.5,0.5
507.2,0.5,0.5
507.3,0.5,0.5
507.4,0.5,0.5
507.5,0.5,0.5
507.6,0.5,0.5
507.7,0.5,0.5
507.8,0.5,0.5
507.9,0.5,0.5
508,0.5,0.5
508.1,0.5,0.5
508.2,0.5,0.5
508.3,0.5,0.5
508.4,0.5,0.5
508.5,0.5,0.5
508.6,0.5,0.5
508.7,0.5,0.5
508.8,0.5,0.5
508.9,0.5,0.5
509,0.5,0.5
509.1,0.5,0.5
509.2,0.5,0.5
509.3,0.5,0.5
509.4,0.5,0.5
509.5,0.5,0.5
509.6,0.5,0.5
509.7,0.5,0.5
509.8,0.5,0.5
509.9,0.5,0.5
510,0.5,0.5
510.1,0.5,0.5
510.2,0.5,0.5
510.3,0.5,0.5
510.4,0.5,0.5
510.5,0.5,0.5
510.6,0.5,0.5
510.7,0.5,0.5
510.8,0.5,0.5
510.9,0.5,0.5
511,0.5,0.5
511.1,0.5,0.5
511.2,0.5,0.5
511.3,0.5,0.5
511.4,0.5,0.5
511.5,0.5,0.5
511.6,0.5,0.5
511.7,0.5,0.5
511.8,0.5,0.5
511.9,0.5,0.5
512,0.5,0.5
512.1,0.5,0.5
512.2,0.5,0.5
512.3,0.5,0.5
512.4,0.5,0.5
512.5,0.5,0.5
512.6,0.5,0.5
512.7,0.5,0.5
512.8,0.5,0.5
512.9,0.5,0.5
513,0.5,0.5
513.1,0.5,0.5
513.2,0.5,0.5
513.3,0.5,0.5
513.4,0.5,0.5
513.5,0.5,0.5
513.6,0.5,0.5
513.7,0.5,0.5
513.8,0.5,0.5
513.9,0.5,0.5
514,0.5,0.5
514.1,0.5,0.5
514.2,0.5,0.5
514.3,0.5,0.5
514.4,0.5,0.5
514.5,0.5,0.5
514.6,0.5,0.5
514.7,0.5,0.5
514.8,0.5,0.5
514.9,0.5,0.5
515,0.5,0.5
515.1,0.5,0.5
515.2,0.5,0.5
515.3,0.5,0.5
515.4,0.5,0.5
515.5,0.5,0.5
515.6,0.5,0.5
515.7,0.5,0.5
515.8,0.5,0.5
515.9,0.5,0.5
516,0.5,0.5
516.1,0.5,0.5
516.2,0.5,0.5
516.3,0.5,0.5
516.4,0.5,0.5
516.5,0.5,0.5
516.6,0.5,0.5
516.7,0.5,0.5
516.8,0.5,0.5
516.9,0.5,0.5
517,0.5,0.5
517.1,0.5,0.5
517.2,0.5,0.5
517.3,0.5,0.5
517.4,0.5,0.5
517.5,0.5,0.5
517.6,0.5,0.5
517.7,0.5,0.5
517.8,0.5,0.5
517.9,0.5,0.5
518,0.5,0.5
518.1,0.5,0.5
518.2,0.5,0.5
518.3,0.5,0.5
518.4,0.5,0.5
518.5,0.5,0.5
518.6,0.5,0.5
518.7,0.5,0.5
518.8,0.5,0.5
518.9,0.5,0.5
519,0.5,0.5
519.1,0.5,0.5
519.2,0.5,0.5
519.3,0.5,0.5
519.4,0.5,0.5
519.5,0.5,0.5
519.6,0.5,0.5
519.7,0.5,0.5
519.8,0.5,0.5
519.9,0.5,0.5
520,0.5,0.5
520.1,0.5,0.5
520.2,0.5,0.5
520.3,0.5,0.5
520.4,0.5,0.5
520.5,0.5,0.5
520.6,0.5,0.5
520.7,0.5,0.5
520.8,0.5,0.5
520.9,0.5,0.5
521,0.5,0.5
521.1,0.5,0.5
521.2,0.5,0.5
521.3,0.5,0.5
521.4,0.5,0.5
521.5,0.5,0.5
521.6,0.5,0.5
521.7,0.5,0.5
521.8,0.5,0.5
521.9,0.5,0.5
522,0.5,0.5
522.1,0.5,0.5
522.2,0.5,0.5
522.3,0.5,0.5
522.4,0.5,0.5
522.5,0.5,0.5
522.6,0.5,0.5
522.7,0.5,0.5
522.8,0.5,0.5
522.9,0.5,0.5
523,0.5,0.5
523.1,0.5,0.5
523.2,0.5,0.5
523.3,0.5,0.5
523.4,0.5,0.5
523.5,0.5,0.5
523.6,0.5,0.5
523.7,0.5,0.5
523.8,0.5,0.5
523.9,0.5,0.5
524,0.5,0.5
524.1,0.5,0.5
524.2,0.5,0.5
524.3,0.5,0.5
524.4,0.5,0.5
524.5,0.5,0.5
524.6,0.5,0.5
524.7,0.5,0.5
524.8,0.5,0.5
524.9,0.5,0.5
525,0.5,0.5
525.1,0.5,0.5
525.2,0.5,0.5
525.3,0.5,0.5
525.4,0.5,0.5
525.5,0.5,0.5
525.6,0.5,0.5
525.7,0.5,0.5
525.8,0.5,0.5
525.9,0.5,0.5
526,0.5,0.5
526.1,0.5,0.5
526.2,0.5,0.5
526.3,0.5,0.5
526.4,0.5,0.5
526.5,0.5,0.5
526.6,0.5,0.5
526.7,0.5,0.5
526.8,0.5,0.5
526.9,0.5,0.5
527,0.5,0.5
527.1,0.5,0.5
527.2,0.5,0.5
527.3,0.5,0.5
527.4,0.5,0.5
527.5,0.5,0.5
527.6,0.5,0.5
527.7,0.5,0.5
527.8,0.5,0.5
527.9,0.5,0.5
528,0.5,0.5
528.1,0.5,0.5
528.2,0.5,0.5
528.3,0.5,0.5
528.4,0.5,0.5
528.5,0.5,0.5
528.6,0.5,0.5
528.7,0.5,0.5
528.8,0.5,0.5
528.9,0.5,0.5
529,0.5,0.5
529.1,0.5,0.5
529.2,0.5,0.5
529.3,0.5,0.5
529.4,0.5,0.5
529.5,0.5,0.5
529.6,0.5,0.5
529.7,0.5,0.5
529.8,0.5,0.5
529.9,0.5,0.5
530,0.5,0.5
530.1,0.5,0.5
530.2,0.5,0.5
530.3,0.5,0.5
530.4,0.5,0.5
530.5,0.5,0.5
530.6,0.5,0.5
530.7,0.5,0.5
530.8,0.5,0.5
530.9,0.5,0.5
531,0.5,0.5
531.1,0.5,0.5
531.2,0.5,0.5
531.3,0.5,0.5
531.4,0.5,0.5
531.5,0.5,0.5
531.6,0.5,0.5
531.7,0.5,0.5
531.8,0.5,0.5
531.9,0.5,0.5
532,0.5,0.5
532.1,0.5,0.5
532.2,0.5,0.5
532.3,0.5,0.5
532.4,0.5,0.5
532.5,0.5,0.5
532.6,0.5,0.5
532.7,0.5,0.5
532.8,0.5,0.5
532.9,0.5,0.5
533,0.5,0.5
533.1,0.5,0.5
533.2,0.5,0.5
533.3,0.5,0.5
533.4,0.5,0.5
533.5,0.5,0.5
533.6,0.5,0.5
533.7,0.5,0.5
533.8,0.5,0.5
533.9,0.5,0.5
534,0.5,0.5
534.1,0.5,0.5
534.2,0.5,0.5
534.3,0.5,0.5
534.4,0.5,0.5
534.5,0.5,0.5
534.6,0.5,0.5
534.7,0.5,0.5
534.8,0.5,0.5
534.9,0.5,0.5
535,0.5,0.5
535.1,0.5,0.5
535.2,0.5,0.5
535.3,0.5,0.5
535.4,0.5,0.5
535.5,0.5,0.5
535.6,0.5,0.5
535.7,0.5,0.5
535.8,0.5,0.5
535.9,0.5,0.5
536,0.5,0.5
536.1,0.5,0.5
536.2,0.5,0.5
536.3,0.5,0.5
536.4,0.5,0.5
536.5,0.5,0.5
536.6,0.5,0.5
536.7,0.5,0.5
536.8,0.5,0.5
536.9,0.5,0.5
537,0.5,0.5
537.1,0.5,0.5
537.2,0.5,0.5
537.3,0.5,0.5
537.4,0.5,0.5
537.5,0.5,0.5
537.6,0.5,0.5
537.7,0.5,0.5
537.8,0.5,0.5
537.9,0.5,0.5
538,0.5,0.5
538.1,0.5,0.5
538.2,0.5,0.5
538.3,0.5,0.5
538.4,0.5,0.5
538.5,0.5,0.5
538.6,0.5,0.5
538.7,0.5,0.5
538.8,0.5,0.5
538.9,0.5,0.5
539,0.5,0.5
539.1,0.5,0.5
539.2,0.5,0.5
539.3,0.5,0.5
539.4,0.5,0.5
539.5,0.5,0.5
539.6,0.5,0.5
539.7,0.5,0.5
539.8,0.5,0.5
539.9,0.5,0.5
540,0.5,0.5
540.1,0.5,0.5
540.2,0.5,0.5
540.3,0.5,0.5
540.4,0.5,0.5
540.5,0.5,0.5
540.6,0.5,0.5
540.7,0.5,0.5
540.8,0.5,0.5
540.9,0.5,0.5
541,0.5,0.5
541.1,0.5,0.5
541.2,0.5,0.5
541.3,0.5,0.5
541.4,0.5,0.5
541.5,0.5,0.5
541.6,0.5,0.5
541.7,0.5,0.5
541.8,0.5,0.5
541.9,0.5,0.5
542,0.5,0.5
542.1,0.5,0.5
542.2,0.5,0.5
542.3,0.5,0.5
542.4,0.5,0.5
542.5,0.5,0.5
542.6,0.5,0.5
542.7,0.5,0.5
542.8,0.5,0.5
542.9,0.5,0.5
543,0.5,0.5
543.1,0.5,0.5
543.2,0.5,0.5
543.3,0.5,0.5
543.4,0.5,0.5
543.5,0.5,0.5
543.6,0.5,0.5
543.7,0.5,0.5
543.8,0.5,0.5
543.9,0.5,0.5
544,0.5,0.5
544.1,0.5,0.5
544.2,0.5,0.5
544.3,0.5,0.5
544.4,0.5,0.5
544.5,0.5,0.5
544.6,0.5,0.5
544.7,0.5,0.5
544.8,0.5,0.5
544.9,0.5,0.5
545,0.5,0.5
545.1,0.5,0.5
545.2,0.5,0.5
545.3,0.5,0.5
545.4,0.5,0.5
545.5,0.5,0.5
545.6,0.5,0.5
545.7,0.5,0.5
545.8,0.5,0.5
545.9,0.5,0.5
546,0.5,0.5
546.1,0.5,0.5
546.2,0.5,0.5
546.3,0.5,0.5
546.4,0.5,0.5
546.5,0.5,0.5
546.6,0.5,0.5
546.7,0.5,0.5
546.8,0.5,0.5
546.9,0.5,0.5
547,0.5,0.5
547.1,0.5,0.5
547.2,0.5,0.5
547.3,0.5,0.5
547.4,0.5,0.5
547.5,0.5,0.5
547.6,0.5,0.5
547.7,0.5,0.5
547.8,0.5,0.5
547.9,0.5,0.5
548,0.5,0.5
548.1,0.5,0.5
548.2,0.5,0.5
548.3,0.5,0.5
548.4,0.5,0.5
548.5,0.5,0.5
548.6,0.5,0.5
548.7,0.5,0.5
548.8,0.5,0.5
548.9,0.5,0.5
549,0.5,0.5
549.1,0.5,0.5
549.2,0.5,0.5
549.3,0.5,0.5
549.4,0.5,0.5
549.5,0.5,0.5
549.6,0.5,0.5
549.7,0.5,0.5
549.8,0.5,0.5
549.9,0.5,0.5
550,0.5,0.5
550.1,0.5,0.5
550.2,0.5,0.5
550.3,0.5,0.5
550.4,0.5,0.5
550.5,0.5,0.5
550.6,0.5,0.5
550.7,0.5,0.5
550.8,0.5,0.5
550.9,0.5,0.5
551,0.5,0.5
551.1,0.5,0.5
551.2,0.5,0.5
551.3,0.5,0.5
551.4,0.5,0.5
551.5,0.5,0.5
551.6,0.5,0.5
551.7,0.5,0.5
551.8,0.5,0.5
551.9,0.5,0.5
552,0.5,0.5
552.1,0.5,0.5
552.2,0.5,0.5
552.3,0.5,0.5
552.4,0.5,0.5
552.5,0.5,0.5
552.6,0.5,0.5
552.7,0.5,0.5
552.8,0.5,0.5
552.9,0.5,0.5
553,0.5,0.5
553.1,0.5,0.5
553.2,0.5,0.5
553.3,0.5,0.5
553.4,0.5,0.5
553.5,0.5,0.5
553.6,0.5,0.5
553.7,0.5,0.5
553.8,0.5,0.5
553.9,0.5,0.5
554,0.5,0.5
554.1,0.5,0.5
554.2,0.5,0.5
554.3,0.5,0.5
554.4,0.5,0.5
554.5,0.5,0.5
554.6,0.5,0.5
554.7,0.5,0.5
554.8,0.5,0.5
554.9,0.5,0.5
555,0.5,0.5
555.1,0.5,0.5
555.2,0.5,0.5
555.3,0.5,0.5
555.4,0.5,0.5
555.5,0.5,0.5
555.6,0.5,0.5
555.7,0.5,0.5
555.8,0.5,0.5
555.9,0.5,0.5
556,0.5,0.5
556.1,0.5,0.5
556.2,0.5,0.5
556.3,0.5,0.5
556.4,0.5,0.5
556.5,0.5,0.5
556.6,0.5,0.5
556.7,0.5,0.5
556.8,0.5,0.5
556.9,0.5,0.5
557,0.5,0.5
557.1,0.5,0.5
557.2,0.5,0.5
557.3,0.5,0.5
557.4,0.5,0.5
557.5,0.5,0.5
557.6,0.5,0.5
557.7,0.5,0.5
557.8,0.5,0.5
557.9,0.5,0.5
558,0.5,0.5
558.1,0.5,0.5
558.2,0.5,0.5
558.3,0.5,0.5
558.4,0.5,0.5
558.5,0.5,0.5
558.6,0.5,0.5
558.7,0.5,0.5
558.8,0.5,0.5
558.9,0.5,0.5
559,0.5,0.5
559.1,0.5,0.5
559.2,0.5,0.5
559.3,0.5,0.5
559.4,0.5,0.5
559.5,0.5,0.5
559.6,0.5,0.5
559.7,0.5,0.5
559.8,0.5,0.5
559.9,0.5,0.5
560,0.5,0.5
560.1,0.5,0.5
560.2,0.5,0.5
560.3,0.5,0.5
560.4,0.5,0.5
560.5,0.5,0.5
560.6,0.5,0.5
560.7,0.5,0.5
560.8,0.5,0.5
560.9,0.5,0.5
561,0.5,0.5
561.1,0.5,0.5
561.2,0.5,0.5
561.3,0.5,0.5
561.4,0.5,0.5
561.5,0.5,0.5
561.6,0.5,0.5
561.7,0.5,0.5
561.8,0.5,0.5
561.9,0.5,0.5
562,0.5,0.5
562.1,0.5,0.5
562.2,0.5,0.5
562.3,0.5,0.5
562.4,0.5,0.5
562.5,0.5,0.5
562.6,0.5,0.5
562.7,0.5,0.5
562.8,0.5,0.5
562.9,0.5,0.5
563,0.5,0.5
563.1,0.5,0.5
563.2,0.5,0.5
563.3,0.5,0.5
563.4,0.5,0.5
563.5,0.5,0.5
563.6,0.5,0.5
563.7,0.5,0.5
563.8,0.5,0.5
563.9,0.5,0.5
564,0.5,0.5
564.1,0.5,0.5
564.2,0.5,0.5
564.3,0.5,0.5
564.4,0.5,0.5
564.5,0.5,0.5
564.6,0.5,0.5
564.7,0.5,0.5
564.8,0.5,0.5
564.9,0.5,0.5
565,0.5,0.5
565.1,0.5,0.5
565.2,0.5,0.5
565.3,0.5,0.5
565.4,0.5,0.5
565.5,0.5,0.5
565.6,0.5,0.5
565.7,0.5,0.5
565.8,0.5,0.5
565.9,0.5,0.5
566,0.5,0.5
566.1,0.5,0.5
566.2,0.5,0.5
566.3,0.5,0.5
566.4,0.5,0.5
566.5,0.5,0.5
566.6,0.5,0.5
566.7,0.5,0.5
566.8,0.5,0.5
566.9,0.5,0.5
567,0.5,0.5
567.1,0.5,0.5
567.2,0.5,0.5
567.3,0.5,0.5
567.4,0.5,0.5
567.5,0.5,0.5
567.6,0.5,0.5
567.7,0.5,0.5
567.8,0.5,0.5
567.9,0.5,0.5
568,0.5,0.5
568.1,0.5,0.5
568.2,0.5,0.5
568.3,0.5,0.5
568.4,0.5,0.5
568.5,0.5,0.5
568.6,0.5,0.5
568.7,0.5,0.5
568.8,0.5,0.5
568.9,0.5,0.5
569,0.5,0.5
